gene_name	log2FoldChange_ITLvsC_siS	padjvalue_ITLvsC_siS	log2FoldChange_ITLvsC_siC	padjvalue_ITLvsC_siC	log2FoldChange_siS.vs.siC_ITL	pvalue_siS.vs.siC_ITL	log2FoldChange_siS.vs.siC_untr	pvalue_siS.vs.siC_untr	up_active_enhancers	down_active_enhancers	up_active_promoters	down_active_promoters	up_enhancers	down_enhancers	up_promoters	down_promoters	active_prom	active_enh
ACTR1B	0.287602077529238	0.209981709257354	0.377020520812792	0.0885391310665922	0.00739259667766642	0.946085916892258	0.0901138147897337	0.346760911087228	No	No	No	No	No	No	No	No	Yes	NA
ACTR2	0.0353775109260832	0.876265831991507	-0.212415270617153	0.319269096819037	0.171761086721565	0.03558782474062	-0.0809544287589334	0.281402138411784	No	No	No	No	No	No	No	No	Yes	Yes
ACTR3	0.454111556263614	0.00864765448791722	0.286825898329592	0.12093513622074	0.0806350804459879	0.291604743749033	-0.0915288346535839	0.245196458047926	No	No	No	No	No	No	No	No	Yes	Yes
ACTR3B	-0.0914804	0.8522297	0.153724981855237	0.731323738547541	-0.241361959632307	0.442956021743388	-0.00260729039544389	0.991682605706708	No	No	No	No	No	Yes	No	No	Yes	NA
ACTR5	-0.814592871315279	0.00120797872824592	-0.629278251885618	0.020295842848939	0.03514295821869	0.878132051558778	0.212900618197926	0.137085885842582	No	No	No	No	No	No	No	No	Yes	NA
ACTR6	0.342072258153312	0.327991739622523	0.333294976314915	0.398630532015721	0.0643279388501649	0.797671007207971	0.0441739974640151	0.838416902746261	No	No	No	No	No	No	No	No	Yes	NA
ACTR8	0.338240048559737	0.15728819791996	0.24122836373218	0.374215458572032	0.0433244411185734	0.790789782143073	-0.0571864825900897	0.678791422702978	No	No	No	No	No	No	No	No	Yes	NA
ACVR1	0.245504217818974	0.244923898149495	-0.102316912077584	0.706397721822727	0.161486881533333	0.2851066089726	-0.194952864053929	0.07258182755197	No	No	No	No	No	No	No	No	Yes	Yes
ACVR1B	0.276673720661248	0.16439050217393	0.23039710600495	0.300005032140062	-0.0168106238871137	0.879386724380797	-0.0670718683613437	0.447437309702555	No	No	No	No	No	No	No	No	Yes	Yes
ACVR2A	1.83088303100914	1.12344077955554e-17	1.69252555170243	2.32558999866055e-10	0.0258095014857317	0.829496591462236	-0.119738983948178	0.406319831692216	No	No	No	No	No	No	No	No	Yes	Yes
ACVR2B	-0.611612632953193	0.222250395343842	-0.217488029285885	0.699975978694011	-0.113948447483989	0.779131237157104	0.263499113571464	0.343427449015596	No	No	No	No	No	No	No	No	Yes	NA
ACVRL1	-0.150734911704081	0.582734468823751	-0.233234407794343	0.380118746390735	0.237982826087446	0.119183482747372	0.148674014131659	0.183705934407103	No	No	No	No	No	No	No	No	Yes	Yes
ACYP1	-0.570564117140105	0.277477507324003	-0.818427708060578	0.117564381354352	0.237776338398522	0.633586482049563	-0.0211029375767897	0.945477541196812	No	No	No	No	No	No	No	No	Yes	NA
ACYP2	-0.0440556261324592	0.961031861766091	0.0433573341478367	0.947613375660348	-0.256913253098685	0.604801054800133	-0.161615960652413	0.691993826814131	No	No	No	No	No	No	No	No	Yes	NA
ADA	1.8651841463413	2.97709149661632e-24	1.98479690794289	1.42741453036803e-33	-0.157253332548634	0.0271832393815404	-0.044632725056602	0.563188302274956	Yes	No	No	No	Yes	No	No	No	Yes	Yes
ADA2	0.468699754391181	0.0125636287747364	0.496355876462674	0.00710735300586012	0.07686375865577	0.30855016237456	0.0986948589331729	0.144439549277773	No	No	No	No	No	No	No	No	NA	NA
ADAL	-0.423029159506593	0.447160420553978	-0.624054968285048	0.252550079791905	0.120588557719767	0.789607375336418	-0.0915011034003739	0.753949680932778	No	No	No	No	No	No	No	No	Yes	NA
ADAM10	-0.000676949451127268	0.998706535286503	-0.324876444398147	0.14769287676276	0.162088743065611	0.122252169649025	-0.168658234066189	0.0460226807749864	Yes	No	No	No	Yes	No	No	No	Yes	Yes
ADAM11	2.18353805433472	4.6873059506331e-05	2.17944378521666	2.30837154416316e-07	-0.125662815369439	0.69039621936142	-0.146951971496781	0.771526234344313	No	No	No	No	No	No	No	No	NA	Yes
ADAM12	-1.58439819185384	0.118938151431975	-1.55321483897889	0.0560675285724769	-0.387310209625353	0.696745132339996	-0.366784488963914	0.437916886739102	No	No	No	No	No	No	No	No	NA	Yes
ADAM15	-1.71731069202532	1.27837216446628e-22	-1.66378756051811	5.51569134642675e-21	0.0974186803046083	0.472450041392837	0.138906926121969	0.0657094641074047	No	No	No	No	No	No	No	No	Yes	NA
ADAM17	1.0303341690243	1.72318575667266e-07	0.925907128362801	6.86824988999271e-05	-0.00604896112587753	0.949265977949661	-0.118571179921874	0.192559298871264	No	No	No	No	No	No	No	No	Yes	Yes
ADAM19	3.698109	1.359253e-22	4.13472351952606	9.13413499708836e-61	-0.340251609103043	0.00479255422894469	0.0529048110456245	0.871198710247939	No	No	No	No	Yes	No	No	No	Yes	Yes
ADAM28	0.2297638	0.3752976	0.258971635934977	0.354504676131448	-0.110960481096344	0.325272635734969	-0.0862307429497094	0.355782916131594	No	No	No	No	No	No	No	No	NA	Yes
ADAM8	0.243267159642992	0.253769400000866	0.121790582086249	0.652683944648783	0.0189131149598656	0.798522947541421	-0.107971916506384	0.0952079105598182	No	Yes	No	No	No	Yes	No	No	Yes	Yes
ADAM9	-0.5281947	0.007074281	-0.75614019225281	8.19360376292912e-05	0.167213911435611	0.121726338997209	-0.0719276225979883	0.374331556475902	No	No	No	No	No	No	No	No	Yes	NA
ADAMDEC1	1.496903	3.014689e-20	1.30171748359763	4.69104601812475e-10	0.0641186631779414	0.425201294446402	-0.136554770560646	0.0829593453099368	No	No	No	No	No	No	No	No	Yes	Yes
ADAMTS10	-2.57307627051669	0.000882032670559832	-2.59709330796511	1.35279040957908e-05	-0.0877881315431612	0.922934174103932	-0.0598440431650367	0.838045227964553	No	No	No	Yes	No	No	No	Yes	Yes	NA
ADAMTS13	0.161686	0.7760787	0.670410660885554	0.139707854798286	-0.348677134486362	0.365132720660001	0.155909904719974	0.643655801187608	No	No	No	No	No	No	No	No	NA	NA
ADAMTS14	2.85529980888046	1.17017184279427e-11	3.00053310609347	0.000375004084179364	-0.144493663139436	0.23820662781132	0.0124055937473353	0.938519085153442	No	No	No	No	No	No	No	No	NA	Yes
ADAMTS2	1.54628	8.239743e-10	1.50790067658338	3.61269913984815e-11	-0.0447139962853001	0.669281612554732	-0.0790313378192894	0.515996246750761	No	No	No	No	No	No	No	No	Yes	NA
ADAMTSL4	-0.349305673185917	0.0637792079795448	-0.0176977641704525	0.95672939561155	-0.147969375241586	0.189481419720154	0.16820917475277	0.0560552775556369	No	No	No	Yes	No	No	No	Yes	Yes	NA
ADAMTSL4-AS1	2.81049253650725	2.64015114315582e-05	3.6045084005567	1.08373868825311e-07	-0.160942362546299	0.70863713161432	0.643362321175812	0.512175127938321	No	No	No	No	No	No	No	No	Yes	NA
ADAP1	-0.04210935	0.856287	-0.0200533961291655	0.943225537668432	-0.049119522175651	0.596760264993838	-0.0321020457414073	0.671873893080865	No	No	No	No	No	No	No	No	Yes	Yes
ADAP2	-0.733042970995105	2.15503236692383e-05	-0.696522302854138	0.000136541976427003	0.0300298035652151	0.724313763434215	0.0607852593043346	0.380457565615444	No	No	No	No	No	No	No	No	Yes	Yes
ADAR	1.80387668950196	3.00895290081501e-16	1.97059336941277	4.89594194547693e-27	-0.0239761344371569	0.734304656356232	0.137739441908177	0.0666445422076233	No	No	No	No	No	No	No	No	Yes	Yes
ADARB1	0.699888620836542	0.517346065924682	0.926199919602621	0.285268291475151	-0.0783547608548498	0.576729218577136	0.145112146777678	0.234917131932263	No	No	No	No	No	No	No	No	Yes	Yes
ADAT1	0.307299443703549	0.31370294319523	0.333944321260352	0.22298524412528	-0.125033190446303	0.517387234608719	-0.101208229337134	0.540211453964965	No	No	No	No	No	No	No	No	Yes	NA
ADAT2	-1.97555	4.850545e-06	-1.37774575956707	0.00192422005946383	-0.274512659826537	0.616773922217822	0.31777020063498	0.207004624472595	No	No	No	No	No	No	No	No	Yes	NA
ADAT3	-0.960445097736308	5.88845858715708e-05	-0.631452785963514	0.0303874929300303	-0.133869769823191	0.510458332204355	0.19008752354974	0.139615787848164	No	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes
ADCK1	0.0507908183953394	0.892264232356551	0.068644924372802	0.861968318075883	0.120627473414123	0.509509084926098	0.128799148134693	0.396104655668973	No	No	No	No	No	No	No	No	Yes	NA
ADCK2	-0.2062388	0.4067493	-0.386613004024736	0.206403879650968	0.191912209530679	0.191879906617814	0.00148731993444434	0.988910621904687	No	No	No	No	No	No	No	No	Yes	NA
ADCK5	-0.2239524	0.3884486	-0.0555804361825933	0.850593975911414	-0.0441048023123303	0.716809256243738	0.118260848869345	0.217860130225794	No	No	No	No	No	No	No	No	Yes	NA
ADCY10P1	-0.2029733	0.6701086	0.0142192099010563	0.976570976015394	-0.191106027562449	0.545650963387017	0.0212995217252776	0.93015848669318	No	No	No	No	No	No	No	No	NA	NA
ADCY3	-0.688848396674573	0.0575244357307839	-0.536306908516654	0.0356496938939083	-0.187271999657894	0.351376599556795	-0.0584644766340199	0.653461548672446	No	No	No	No	No	No	No	No	Yes	NA
ADCY4	0.259667210787248	0.433425747623387	0.666111737946837	0.0283815238279882	-0.180871504684631	0.402090111040862	0.222679442889136	0.264743375111054	No	No	No	No	No	No	No	No	NA	NA
ADCY6	-0.464802721119758	0.652703847966275	-0.665555864089998	0.508491063473736	0.16564710285821	0.84767620106719	-0.0389774576136453	0.943986672391017	No	No	No	No	No	No	No	No	Yes	NA
ADCY7	-0.314428443850241	0.210098849725328	-0.176513628970006	0.493297366570713	-0.0921798735663173	0.249744238711202	0.0379724679409116	0.597067603023262	Yes	No	No	No	Yes	No	No	No	Yes	Yes
ADCY9	0.559538890283037	0.0292544966982924	0.663152947353053	0.00534941790466638	-0.13001982673084	0.282502090372495	-0.0297842695890424	0.788871595353548	No	No	No	No	No	No	No	No	Yes	NA
ADD1	0.133473837102978	0.492020209926735	0.187787430891816	0.410927290269526	-0.0184250167510876	0.828638844808606	0.0304510421832968	0.662005193004411	No	No	No	Yes	No	No	No	Yes	Yes	NA
ADD3	-0.728169942348451	0.0454644039724541	-0.724582026902018	0.0627009078905096	-0.07394903207577	0.835108557918373	-0.0791026564490404	0.707782041462262	No	No	No	No	No	No	No	No	NA	Yes
ADGRA2	0.286123	0.6078789	0.570408450411666	0.293773572784975	-0.376648207287313	0.210578548613453	-0.063849997517209	0.811687406631861	No	No	No	No	No	No	No	No	NA	NA
ADGRB1	0.4528686	0.1726969	0.823630553492141	0.00371278722553069	-0.210180084055352	0.185774620236179	0.159764003527012	0.291590605595284	No	No	No	No	No	No	No	No	NA	NA
ADGRE1	2.21712611757323	2.47745586162183e-43	2.52770035221399	7.69687424010565e-22	-0.0143943552442317	0.885903150232837	0.269982772782565	0.0920271184596389	No	No	No	No	No	No	No	No	NA	NA
ADGRE2	-0.135050682580393	0.612442122614017	-0.0974284026046896	0.659812873872258	-0.0309943126528869	0.748894601860987	-0.00426077298741428	0.95592587019374	No	No	No	No	No	No	No	No	NA	NA
ADGRE4P	-1.853542418411	4.31032945768391e-06	-1.63713416488033	1.92823027407082e-05	-0.307920620374494	0.4091179792098	-0.126355499747274	0.475565346588026	No	No	No	No	No	No	No	No	NA	NA
ADGRE5	-1.19630088485207	4.77758595745242e-08	-1.24819454801854	7.29084520037276e-06	0.124420185720027	0.232146928016796	0.070490940914967	0.330116449154658	No	No	No	No	No	No	No	No	NA	NA
ADGRF3	0.724138933712604	0.438908753924683	0.83717667975787	0.496274069403947	0.322179010510408	0.670696321443998	0.396514407782595	0.602416968870869	No	No	No	No	No	No	No	No	NA	NA
ADGRL1	-1.13528376180743	0.0687325827536146	-0.120591636419973	0.867084117416615	-0.644037324876209	0.261586841702296	0.380514537118576	0.313981538374955	No	No	No	No	No	No	No	No	NA	NA
ADH5	0.0571051743938115	0.824646478752793	-0.19491304425325	0.480120655664093	0.226961639623246	0.0634677560678337	-0.0283654767436278	0.765456993628891	No	No	No	No	No	No	No	No	Yes	NA
ADHFE1	-0.06876873	0.9239168	0.534489112045833	0.351278261530811	-0.291770900384503	0.533589625037085	0.309686810254376	0.430693663144761	No	No	No	No	No	No	No	No	Yes	Yes
ADI1	-0.206566445160779	0.430778679008944	-0.269702147457904	0.294866267442449	0.0982485782931288	0.29771883808672	0.0286460304909105	0.700477518377468	No	No	No	No	No	No	No	No	Yes	NA
ADIPOR1	0.28478443491047	0.236301538037977	0.107555709233249	0.632816604304276	0.0995200306391006	0.368991757203155	-0.0852490491850673	0.244509347597591	No	No	No	No	No	No	No	No	Yes	Yes
ADIPOR2	0.459553695119811	0.00667317672168866	0.333640275108718	0.0890502595093728	0.110996364048823	0.239958616904087	-0.0219108092460431	0.796501416136784	No	No	No	No	No	No	No	No	Yes	Yes
ADK	-0.949503699955602	8.42356259821358e-05	-1.09878663928147	2.81126574966512e-06	0.0488182132709475	0.801217298442388	-0.102211316213581	0.385042980896421	No	No	No	No	No	No	No	No	Yes	Yes
ADM	3.17806700113472	4.08598831067987e-29	2.98712122260336	4.23633676352337e-28	0.0477424543626727	0.5128695825056	-0.149137973642709	0.0431649104002587	Yes	No	No	No	Yes	No	No	No	Yes	Yes
ADM5	-0.964490151761354	0.297793554413219	-0.858505579207938	0.351108734732277	-0.18684296645883	0.836500342007268	-0.0844981773169064	0.868808457034015	No	No	No	No	No	No	No	No	Yes	NA
ADNP	-0.259290639632845	0.232898281355263	-0.354309023068644	0.114358605905326	0.00637184058033474	0.964115505384992	-0.0963158825932929	0.346692092854986	No	No	No	No	No	No	No	No	Yes	NA
ADNP-AS1	-0.135730358586071	0.90797325909346	-0.0865257818628437	0.945372978231311	0.192831970287285	0.824088402183314	0.255895797601905	0.696167491143722	No	No	No	No	No	No	No	No	NA	NA
ADNP2	0.877681065755032	0.00019902142720398	0.831944714568397	0.000262723491586009	0.0625049614781357	0.653410040574395	0.0111775193006971	0.935816108066264	No	No	No	No	No	No	No	No	Yes	Yes
ADO	-1.20046931338572	0.000465447404798284	-1.38387543509178	2.69086111421194e-06	0.0603450287706119	0.750828083776173	-0.150068778954712	0.156702507070936	No	No	No	No	No	No	No	No	Yes	Yes
ADORA2A	4.46520984733844	1.59741996906992e-47	4.77917729198041	1.48601664653101e-07	-0.107403861000356	0.495655445283709	0.201237326942207	0.715691902819806	No	No	No	No	No	No	No	No	Yes	Yes
ADORA2B	-3.94272578629884	9.61184745850296e-14	-3.845117051231	9.42201753194442e-20	-0.195537393926625	0.768208803170902	-0.120939738016652	0.420982495128835	No	No	No	Yes	No	Yes	No	Yes	Yes	Yes
ADPGK	1.08725442394863	2.30945158126204e-11	1.12855155622374	1.19333991638729e-12	-0.0584324586091572	0.446252367224399	-0.0232513731208766	0.744754924264858	No	No	No	No	No	No	No	No	Yes	Yes
ADPGK-AS1	4.05049676177813	5.07242332471925e-49	3.96423223327586	1.22895051302157e-42	-0.15500225897028	0.271968645763581	-0.232856252325397	0.539229531093529	No	No	No	No	No	No	No	No	Yes	NA
ADPRH	1.33794512253663	1.51319166546716e-13	1.28696089059183	7.67396678345517e-11	0.125491964713409	0.291119731522898	0.0722353582588179	0.595409034833766	Yes	No	No	No	Yes	No	No	No	Yes	Yes
ADPRHL1	0.466090752511574	0.646860647739215	0.429557541481266	0.623986220876159	-0.201184113942767	0.763781373570787	-0.268913825760617	0.653331321813006	No	No	No	No	No	No	No	No	NA	Yes
ADPRHL2	0.401469233598607	0.0364727774262433	0.40102693631454	0.0401414409294184	0.0263813813786253	0.802565417874086	0.0215680359589566	0.824385736062661	No	No	No	No	No	No	No	No	Yes	Yes
ADPRM	1.12943539499349	2.43745707979316e-05	1.23950035218965	7.83542757734518e-06	0.0716441409463894	0.72267469966981	0.177251738493591	0.431041259539235	No	No	No	No	No	No	No	No	Yes	NA
ADRB2	0.06991568	0.8987798	0.584994037735772	0.090575885098851	-0.3512217121868	0.0886118203981499	0.183995602076076	0.326061259532332	No	No	No	No	No	No	No	No	Yes	Yes
ADRM1	0.56095591366149	0.000440051045452684	0.587990480236018	0.00541701765617739	-0.00984503138812247	0.903767146911327	0.0117798899715258	0.877880128511517	No	No	No	No	No	No	No	No	Yes	NA
ADSL	-0.046447845042839	0.858270693272671	0.0238013155990006	0.929111941995478	0.0088409740414017	0.941031380170971	0.0728714489108242	0.441888742597705	No	No	No	No	No	No	No	No	Yes	NA
ADSS1	-0.637007323892746	0.502242976012724	-0.779259384854498	0.327799750681221	0.0262660685103389	0.973429087071254	-0.11869009938526	0.80016763470413	No	No	No	No	No	No	No	No	NA	NA
ADSS2	-0.440026851266109	0.054013294118617	-0.891803359887915	2.00858009591218e-05	0.131690262151235	0.385378453407834	-0.327827294824222	0.00108080353114494	No	No	No	No	No	No	No	No	NA	NA
ADTRP	2.580524	1.69565e-18	2.59484124943953	4.65785144139008e-18	-0.0153428780980075	0.930749753157493	-0.00931581764204215	0.974261944885214	No	No	No	No	No	No	No	No	NA	NA
AEBP2	0.27228044694173	0.409443505122876	0.113669430398903	0.740789071644917	0.0711238391976819	0.732746191822632	-0.0894929118050068	0.612257466020928	No	No	No	No	No	No	No	No	NA	NA
AEN	-0.97192883484486	3.8259826486235e-05	-0.989456030716093	3.46680681835172e-07	-0.0306051148810216	0.860291362181228	-0.0556245434618744	0.59860929661125	No	No	No	No	No	No	No	No	Yes	NA
AFAP1	-0.439935054461965	0.622720643625739	0.521084721314616	0.467863863762622	-0.902441889333256	0.140782233977891	0.0273891060332421	0.954349020960807	No	No	No	No	No	No	No	No	Yes	NA
AFDN	0.9548905	0.01869834	1.13073470328297	0.000182492629919518	-0.132155210880034	0.516217051332504	0.00199527100725065	0.993225416172053	No	No	No	No	No	No	No	No	NA	NA
AFF1	0.19168657905	0.488770496815699	0.408328895552102	0.174821829973597	-0.140081739356154	0.33418012417963	0.0752916813120569	0.499016800887219	Yes	No	No	No	Yes	No	No	No	Yes	Yes
AFF3	-0.735708297181387	0.430823471091006	-0.702953944959956	0.565887318606989	0.652829855530627	0.50352400476697	0.690149927752685	0.263229378873201	No	No	No	No	No	No	No	No	NA	NA
AFF4	0.6199314	0.007376716	0.674407486757559	0.00464366467141809	-0.0830485717951614	0.483638473380737	-0.037820803676259	0.730834482664501	Yes	No	No	No	Yes	No	No	No	Yes	Yes
AFG1L	0.1704275	0.7758975	0.165568642884347	0.800515922865602	-0.0324695506494185	0.937222308998652	-0.0428414490845905	0.899668893133805	No	No	No	No	No	No	No	No	NA	NA
AFG3L1P	-0.0855431751323624	0.697617396152741	0.282185410132224	0.305344929177908	-0.256008634135612	0.0239240688989079	0.109377247293674	0.328509779844727	No	No	No	No	No	No	No	No	Yes	NA
AFG3L2	-0.0552701467195478	0.807270176822226	-0.175405727017484	0.400111062930005	0.024589775560153	0.815440948458859	-0.101631592442207	0.228241678449376	No	No	No	Yes	No	No	No	Yes	Yes	NA
AFMID	-1.37797072848167	0.000374755233652966	-0.779861120578771	0.0373315387345401	-0.307312153546662	0.40102226505312	0.297124499125266	0.136354699082631	No	No	No	No	No	No	No	No	Yes	NA
AFTPH	0.384413677515052	0.0402405189720667	0.390450116811439	0.0691974939875724	-0.0127713665280079	0.91087994391588	-0.0154490600359889	0.882389327102775	Yes	No	Yes	No	Yes	No	Yes	No	Yes	Yes
AGA	0.107907985216359	0.73647478047141	-0.139931328874011	0.686689294505724	0.299916983967068	0.157365971006829	0.0520007494263172	0.757902555522172	No	No	No	No	No	No	No	No	Yes	NA
AGAP2	-0.0287744546353773	0.947267922285228	-0.193211069025265	0.64627643336193	0.147601465254058	0.583605890062188	-0.0168660915763517	0.933436241565161	No	No	No	No	No	No	No	No	Yes	Yes
AGAP2-AS1	0.364528349241048	0.570103048359774	0.335296355153465	0.595011870690932	0.101070623751039	0.803459392424005	0.0759843189060736	0.834690253756233	No	No	No	No	No	No	No	No	Yes	NA
AGAP3	0.47256	0.0121483	0.52966391984173	0.00118230691802468	-0.0932742491890666	0.261133494512539	-0.041971482824695	0.518441147787144	No	No	No	Yes	No	No	No	Yes	Yes	Yes
AGAP4	0.465001816206381	0.399700284201312	0.558652201668834	0.280322162241106	-0.0446832712048307	0.907823083971939	0.0225358977894374	0.950744130512597	No	No	No	No	No	No	No	No	NA	NA
AGAP5	-0.378063707255809	0.778013413022244	0.936659395965305	0.323475895666808	-1.15618958364288	0.170805789974235	0.181838646796289	0.806140888921253	No	No	No	No	No	No	No	No	NA	NA
AGAP6	-0.24564561022278	0.382883710149593	0.23217512076322	0.451898754197635	-0.278729765279885	0.102739915176644	0.1977152494859	0.146873128631216	No	No	No	No	No	No	No	No	NA	NA
